x_mean/x_ptop,x_mean/x_rms,x_mean/x_std,x_ptop/x_std,x_rms/x_std,y_mean/y_ptop,y_mean/y_rms,y_mean/y_std,y_ptop/y_std,y_rms/y_std,x_1X/x_2X,x_1X/x_3X,x_1X/x_4X,x_1X/x_5X,x_2X/x_3X,x_2X/x_4X,x_2X/x_5X,x_3X/x_4X,x_3X/x_5X,x_4X/x_5X,y_1X/y_2X,y_1X/y_3X,y_1X/y_4X,y_1X/y_5X,y_2X/y_3X,y_2X/y_4X,y_2X/y_5X,y_3X/y_4X,y_3X/y_5X,y_4X/y_5X,x_cf,x_skew,x_kurtosis,y_cf,y_skew,y_kurtosis
,,,,,,,,,,0.00037389275725418364,,,,,,,,,,,,,,,,,,,,,,,,,
0.052136408892978894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027071183380130096,,,0.011050486333731999
,,,,,,,,,0.016524459875304407,,,,,,,,,,,,0.0003373342907742414,0.0018961487292397852,,,,,,,,,,,,,
,,,,,0.06089745822554731,,0.0006768174373694997,,,,,,,,,,,,,,-0.0003734637153129019,,,,,,,,,,,,,0.0011557786261727262,0.0810926899329132
,,,,,0.02533022078663381,,,,,-0.0003178467568212152,,,,,,,,,,,,,,,,,,,,,,,,,0.06638799240620231
,,0.002071270407116641,,,,,,0.004557838526235968,,,,,,,,,,,,,,0.0018558176942603984,,,,,,,,,,,,,0.006441796567801543
,,0.0017931106366298692,,,0.040503475974521495,,,,0.0006274473613045069,,,,,,,,,,,,,,,,,,,,,,,,,,0.04242222013896302
,,,,,,,,,0.001879194829876243,,,,,,,,,0.00048009061501680557,,,,0.00022447807832185265,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.004789226454324074,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.0003620278782391871,,,,,,,,,,,
0.006187525929185195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05366810735884675,0.0008212059081527147,,
,,,0.0034975328881885603,,0.012768634723598755,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016233408174419973,,,0.00982080774352636
-0.000654337072260815,,,,,,,,,,,,,0.0009000261648041095,,,,,,,,,-8.950323414525473e-05,,,,,,,,,0.003064064849242376,,,,
,,,,,,,-0.0021255444167535345,,,,,,,,,,,,-8.991289980750557e-05,,,,0.0004487254313177858,0.010111053196957428,,,,,,,,,,,
,,,,,0.06928961797568337,,,,,0.0006858099911303574,,,,,,,,,,,,,,,,,,,,,,,,,0.03032729913262632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007564311876203867,0.0004326166186541542,0.019585225234032947
